random-seed,100
12166,[50 61 62 66 280],280
7900,[133 289],289
11735,[51 52 67 280],280
11024,[81 82 281],281
11030,[81 82 281],281
676,[292],292
1903,[9 45 279],279
11013,[81 82 281],281
5266,[288],288
2340,[133 289],289
10700,[17 90 282],282
495,[102 101 283],283
9082,[49 15 45 279],279
4924,[119 285],285
7925,[29 278],278
9541,[88 32 207 278],278
10160,[1 51 52 67 280],280
8856,[206 88 32 207 278],278
4678,[175 141 287],287
12780,[54 55 56 279],279
8178,[189 144 203 204 136 152 290 155 291],291
9454,[88 32 207 278],278
4902,[193 192 175 141 287],287
5274,[69 68 67 280],280
8033,[8 9 45 279],279
11962,[50 61 62 66 280],280
8682,[17 90 282],282
352,[49 15 45 279],279
2274,[62 66 280],280
13021,[54 55 56 279],279
7815,[93 282],282
4667,[175 141 287],287
9750,[92 93 282],282
6293,[141 287],287
8368,[93 282],282
3027,[126 288],288
8353,[93 282],282
12857,[54 55 56 279],279
11025,[81 82 281],281
8551,[286],286
10233,[1 51 52 67 280],280
12598,[65 16 66 280],280
5179,[40 9 45 279],279
6767,[101 283],283
4809,[31 276],276
11960,[50 61 62 66 280],280
7109,[100 101 283],283
4777,[278],278
6385,[45 279],279
6336,[],282
5724,[33 207 278],278
5285,[69 68 67 280],280
8914,[206 88 32 207 278],278
3829,[276],276
2268,[62 66 280],280
843,[189 144 203 204 136 152 290 155 291],291
9241,[48 49 15 45 279],279
9967,[1 51 52 67 280],280
9932,[1 51 52 67 280],280
4264,[207 278],278
1246,[82 281],281
4263,[207 278],278
9718,[92 93 282],282
2768,[279],279
10772,[81 82 281],281
2339,[133 289],289
5535,[199 139 126 288],288
5379,[45 279],279
10153,[1 51 52 67 280],280
8900,[206 88 32 207 278],278
11863,[50 61 62 66 280],280
10830,[81 82 281],281
1787,[34 33 207 278],278
682,[292],292
12731,[54 55 56 279],279
2525,[9 45 279],279
6010,[104 105 106 284],284
12502,[65 16 66 280],280
3722,[90 282],282
5579,[286],286
6097,[66 280],280
646,[292],292
5572,[286],286
3146,[],278
11073,[81 82 281],281
11101,[81 82 281],281
11590,[51 52 67 280],280
12993,[54 55 56 279],279
984,[112 105 106 284],284
6046,[66 280],280
8450,[],277
863,[32 207 278],278
2350,[118 119 285],285
7920,[26 276],276
1006,[68 67 280],280
5883,[147 293],293
4200,[207 278],278
2210,[],292
4554,[231 211 19 285],285
13288,[47 39 40 9 45 279],279
5843,[57 56 279],279
12185,[50 61 62 66 280],280
12735,[54 55 56 279],279
6758,[101 283],283
6347,[],282
12434,[65 16 66 280],280
6789,[147 293],293
10516,[17 90 282],282
1424,[162 164 293],293
7175,[222 221 220 219 26 276],276
2037,[],279
6234,[157 145 160 292],292
6454,[11 211 19 285],285
1800,[206 88 32 207 278],278
7568,[62 66 280],280
7451,[211 19 285],285
10902,[81 82 281],281
8095,[207 278],278
5906,[177 176 126 288],288
12133,[50 61 62 66 280],280
684,[292],292
5578,[286],286
2947,[203 204 136 152 290],290
2540,[9 45 279],279
4894,[193 192 175 141 287],287
12176,[50 61 62 66 280],280
1907,[9 45 279],279
4997,[],280
6325,[],282
6278,[144 203 204 136 152 290 155 291],291
9300,[48 49 15 45 279],279
693,[],287
7375,[9 45 279],279
7271,[9 45 279],279
2530,[9 45 279],279
7026,[285],285
402,[164 293],293
2475,[9 45 279],279
4985,[136 289],289
12427,[65 16 66 280],280
7871,[205 162 164 293],293
755,[49 15 45 279],279
10334,[17 90 282],282
11928,[50 61 62 66 280],280
5374,[45 279],279
10380,[17 90 282],282
3912,[28 29 277],277
2239,[62 66 280],280
3536,[85 281],281
2744,[279],279
12517,[65 16 66 280],280
8850,[206 88 32 207 278],278
3066,[66 280],280
479,[133 289],289
4008,[],276
7156,[6 146 292],292
12536,[65 16 66 280],280
576,[56 279],279
10480,[17 90 282],282
6994,[285],285
4285,[207 278],278
12865,[54 55 56 279],279
6116,[66 280],280
11127,[81 82 281],281
11619,[51 52 67 280],280
10595,[17 90 282],282
6299,[141 287],287
11783,[51 52 67 280],280
11459,[51 52 67 280],280
10144,[1 51 52 67 280],280
13224,[47 39 40 9 45 279],279
9559,[88 32 207 278],278
3505,[291],291
12182,[50 61 62 66 280],280
12443,[65 16 66 280],280
4053,[83 82 281],281
6195,[105 106 284],284
5807,[192 175 141 287],287
11596,[51 52 67 280],280
7679,[56 279],279
8161,[207 278],278
9272,[48 49 15 45 279],279
9419,[88 32 207 278],278
10079,[1 51 52 67 280],280
3999,[170 198 4 286],286
6103,[66 280],280
3397,[45 279],279
3065,[66 280],280
11383,[51 52 67 280],280
3325,[45 279],279
13122,[54 55 56 279],279
836,[189 144 203 204 136 152 290 155 291],291
11324,[32 207 278],278
8655,[19 285],285
7740,[56 279],279
7629,[62 66 280],280
12829,[54 55 56 279],279
12141,[50 61 62 66 280],280
774,[49 15 45 279],279
1956,[206 88 32 207 278],278
6676,[37 34 33 207 278],278
10006,[1 51 52 67 280],280
5740,[121 19 285],285
8241,[285],285
6439,[11 211 19 285],285
5382,[45 279],279
3454,[212 23 11 211 19 285],285
11271,[32 207 278],278
10801,[81 82 281],281
7483,[101 283],283
5100,[52 67 280],280
7036,[285],285
11017,[81 82 281],281
7499,[101 283],283
7331,[9 45 279],279
2497,[9 45 279],279
1219,[52 67 280],280
11952,[50 61 62 66 280],280
1338,[67 280],280
4611,[106 284],284
5608,[141 287],287
2543,[126 288],288
7557,[62 66 280],280
8350,[93 282],282
9050,[49 15 45 279],279
7477,[101 283],283
5778,[192 175 141 287],287
6483,[119 285],285
7529,[198 4 286],286
956,[10 67 280],280
10639,[17 90 282],282
3203,[175 141 287],287
5212,[217 137 135 136 289],289
8437,[],277
5469,[279],279
3576,[48 49 15 45 279],279
11334,[32 207 278],278
7819,[93 282],282
1573,[],281
2906,[74 197 113 112 105 106 284],284
8693,[17 90 282],282
2559,[126 288],288
1310,[67 280],280
5653,[33 207 278],278
12194,[50 61 62 66 280],280
3227,[61 62 66 280],280
3744,[287],287
8649,[19 285],285
2289,[62 66 280],280
12101,[50 61 62 66 280],280
5479,[279],279
5790,[192 175 141 287],287
9376,[88 32 207 278],278
7846,[277],277
13363,[47 39 40 9 45 279],279
7032,[285],285
11542,[51 52 67 280],280
376,[191 175 141 287],287
13293,[47 39 40 9 45 279],279
7227,[176 126 288],288
10221,[1 51 52 67 280],280
1774,[34 33 207 278],278
4724,[278],278
7581,[62 66 280],280
9755,[92 93 282],282
5960,[281],281
2937,[101 283],283
2059,[],279
584,[56 279],279
6920,[280],280
7672,[56 279],279
6536,[123 286],286
4035,[83 82 281],281
3580,[66 280],280
2820,[283],283
11014,[81 82 281],281
1099,[293],293
2903,[288],288
6727,[176 126 288],288
6548,[123 286],286
10574,[17 90 282],282
12008,[50 61 62 66 280],280
9768,[92 93 282],282
3851,[5 287],287
4828,[31 276],276
7164,[6 146 292],292
5313,[45 279],279
9387,[88 32 207 278],278
3557,[85 281],281
312,[165 147 293],293
5820,[57 56 279],279
1696,[198 4 286],286
4921,[119 285],285
1308,[67 280],280
11310,[32 207 278],278
5798,[192 175 141 287],287
605,[56 279],279
529,[282],282
6531,[142 5 287],287
7621,[62 66 280],280
3036,[126 288],288
12789,[54 55 56 279],279
12608,[65 16 66 280],280
9195,[48 49 15 45 279],279
5631,[33 207 278],278
809,[139 126 288],288
3360,[45 279],279
9146,[49 15 45 279],279
13038,[54 55 56 279],279
2043,[],279
10879,[81 82 281],281
8182,[189 144 203 204 136 152 290 155 291],291
10569,[17 90 282],282
1763,[34 33 207 278],278
3884,[67 280],280
5645,[33 207 278],278
1077,[160 292],292
10914,[81 82 281],281
8139,[207 278],278
8555,[286],286
9292,[48 49 15 45 279],279
8148,[207 278],278
3575,[48 49 15 45 279],279
942,[10 67 280],280
4785,[183 45 279],279
4932,[177 176 126 288],288
8738,[206 88 32 207 278],278
10011,[1 51 52 67 280],280
8752,[206 88 32 207 278],278
11618,[51 52 67 280],280
6402,[45 279],279
10674,[17 90 282],282
936,[10 67 280],280
7647,[23 11 211 19 285],285
12743,[54 55 56 279],279
1680,[82 281],281
7339,[9 45 279],279
3314,[45 279],279
8498,[141 287],287
8390,[93 282],282
3310,[45 279],279
9923,[1 51 52 67 280],280
4137,[223 222 221 220 219 26 276],276
2450,[85 281],281
7204,[],293
4893,[193 192 175 141 287],287
7539,[198 4 286],286
7444,[211 19 285],285
538,[282],282
11044,[81 82 281],281
3572,[48 49 15 45 279],279
1865,[9 45 279],279
10248,[1 51 52 67 280],280
10798,[81 82 281],281
9334,[48 49 15 45 279],279
7945,[8 9 45 279],279
12415,[65 16 66 280],280
1360,[67 280],280
5245,[287],287
5061,[52 67 280],280
12943,[54 55 56 279],279
1899,[9 45 279],279
919,[10 67 280],280
5735,[121 19 285],285
715,[65 16 66 280],280
1274,[143 5 287],287
3380,[45 279],279
3654,[67 280],280
6487,[119 285],285
8039,[8 9 45 279],279
998,[68 67 280],280
429,[146 292],292
7170,[222 221 220 219 26 276],276
11336,[32 207 278],278
10054,[1 51 52 67 280],280
12362,[65 16 66 280],280
9206,[48 49 15 45 279],279
7947,[8 9 45 279],279
12061,[50 61 62 66 280],280
4359,[63 62 66 280],280
12651,[65 16 66 280],280
3414,[218 159 158 208 194 195 291],291
10003,[1 51 52 67 280],280
9727,[92 93 282],282
12476,[65 16 66 280],280
2548,[126 288],288
8166,[207 278],278
1015,[68 67 280],280
4753,[278],278
4509,[211 19 285],285
7195,[],293
1110,[143 5 287],287
12713,[54 55 56 279],279
10653,[17 90 282],282
5385,[96 101 283],283
1830,[9 45 279],279
9766,[92 93 282],282
11313,[32 207 278],278
11471,[51 52 67 280],280
7628,[62 66 280],280
5896,[177 176 126 288],288
10867,[81 82 281],281
10920,[81 82 281],281
11622,[51 52 67 280],280
4508,[211 19 285],285
7701,[56 279],279
3366,[45 279],279
4069,[159 160 292],292
12171,[50 61 62 66 280],280
6121,[66 280],280
11545,[51 52 67 280],280
12401,[65 16 66 280],280
1655,[284],284
3301,[45 279],279
2821,[283],283
1248,[82 281],281
5258,[287],287
7428,[213 151 168 294],294
9228,[48 49 15 45 279],279
7130,[144 203 204 136 152 290],290
7537,[198 4 286],286
5742,[121 19 285],285
6828,[50 61 62 66 280],280
7251,[176 126 288],288
4596,[106 284],284
11514,[51 52 67 280],280
1134,[143 5 287],287
1837,[9 45 279],279
5178,[40 9 45 279],279
391,[164 293],293
8167,[207 278],278
4203,[207 278],278
994,[112 105 106 284],284
5004,[],280
8371,[93 282],282
759,[49 15 45 279],279
2558,[126 288],288
5898,[177 176 126 288],288
6436,[11 211 19 285],285
11905,[50 61 62 66 280],280
1808,[9 45 279],279
1662,[284],284
7248,[176 126 288],288
487,[133 289],289
2379,[118 119 285],285
3204,[175 141 287],287
4387,[16 66 280],280
457,[146 292],292
999,[68 67 280],280
13059,[54 55 56 279],279
4942,[177 176 126 288],288
12423,[65 16 66 280],280
1973,[282],282
10606,[17 90 282],282
4134,[223 222 221 220 219 26 276],276
849,[32 207 278],278
1372,[67 280],280
10437,[17 90 282],282
8771,[206 88 32 207 278],278
8993,[49 15 45 279],279
2105,[90 282],282
687,[292],292
3706,[90 282],282
8725,[206 88 32 207 278],278
3349,[45 279],279
4904,[193 192 175 141 287],287
2960,[21 90 282],282
6280,[144 203 204 136 152 290 155 291],291
5336,[45 279],279
4783,[183 45 279],279
8435,[138 143 5 287],287
11709,[51 52 67 280],280
10246,[1 51 52 67 280],280
5553,[199 139 126 288],288
2517,[9 45 279],279
10568,[17 90 282],282
5196,[40 9 45 279],279
4202,[207 278],278
5794,[192 175 141 287],287
5368,[45 279],279
2306,[62 66 280],280
11598,[51 52 67 280],280
7992,[8 9 45 279],279
1244,[82 281],281
2095,[],279
11174,[32 207 278],278
6578,[151 168 294],294
6657,[37 34 33 207 278],278
3208,[175 141 287],287
5176,[40 9 45 279],279
6763,[101 283],283
11011,[81 82 281],281
11562,[51 52 67 280],280
13152,[47 39 40 9 45 279],279
7668,[56 279],279
12561,[65 16 66 280],280
2314,[62 66 280],280
13119,[54 55 56 279],279
8674,[200 199 139 126 288],288
10129,[1 51 52 67 280],280
526,[282],282
3956,[277],277
12643,[65 16 66 280],280
7745,[140 141 287],287
4332,[63 62 66 280],280
12315,[65 16 66 280],280
12709,[54 55 56 279],279
11368,[32 207 278],278
7691,[56 279],279
8085,[293],293
7396,[9 45 279],279
10856,[81 82 281],281
315,[165 147 293],293
9715,[92 93 282],282
1857,[9 45 279],279
3404,[45 279],279
6891,[19 285],285
3362,[45 279],279
8468,[],277
13208,[47 39 40 9 45 279],279
7517,[101 283],283
11956,[50 61 62 66 280],280
2487,[9 45 279],279
7422,[213 151 168 294],294
11696,[51 52 67 280],280
8908,[206 88 32 207 278],278
11301,[32 207 278],278
5968,[281],281
3435,[88 32 207 278],278
11999,[50 61 62 66 280],280
5626,[33 207 278],278
11965,[50 61 62 66 280],280
5973,[281],281
4454,[185 294],294
11979,[50 61 62 66 280],280
7487,[101 283],283
1328,[67 280],280
1674,[82 281],281
13005,[54 55 56 279],279
1723,[34 33 207 278],278
12914,[54 55 56 279],279
9981,[1 51 52 67 280],280
2255,[62 66 280],280
6365,[160 292],292
11784,[51 52 67 280],280
9341,[48 49 15 45 279],279
11706,[51 52 67 280],280
9537,[88 32 207 278],278
313,[165 147 293],293
6648,[37 34 33 207 278],278
4749,[278],278
12160,[50 61 62 66 280],280
10930,[81 82 281],281
9784,[92 93 282],282
5197,[40 9 45 279],279
9622,[92 93 282],282
6462,[11 211 19 285],285
8016,[8 9 45 279],279
2640,[128 134 133 289],289
2524,[9 45 279],279
6415,[45 279],279
423,[146 292],292
7961,[8 9 45 279],279
11613,[51 52 67 280],280
10377,[17 90 282],282
303,[165 147 293],293
6386,[45 279],279
12763,[54 55 56 279],279
7801,[93 282],282
9309,[48 49 15 45 279],279
13298,[47 39 40 9 45 279],279
7786,[172 138 143 5 287],287
772,[49 15 45 279],279
12227,[50 61 62 66 280],280
636,[56 279],279
6876,[19 285],285
2682,[124 177 176 126 288],288
4910,[193 192 175 141 287],287
1159,[],285
9643,[92 93 282],282
5887,[147 293],293
4209,[207 278],278
2729,[279],279
10436,[17 90 282],282
10819,[81 82 281],281
7538,[198 4 286],286
8843,[206 88 32 207 278],278
2913,[120 113 112 105 106 284],284
11089,[81 82 281],281
8727,[206 88 32 207 278],278
8465,[],277
11987,[50 61 62 66 280],280
7463,[211 19 285],285
677,[292],292
8288,[281],281
4392,[16 66 280],280
8411,[138 143 5 287],287
11649,[51 52 67 280],280
7716,[56 279],279
1332,[67 280],280
10431,[17 90 282],282
6001,[281],281
5585,[141 287],287
5590,[141 287],287
12105,[50 61 62 66 280],280
2611,[55 56 279],279
3061,[66 280],280
12326,[65 16 66 280],280
8697,[17 90 282],282
4652,[29 277],277
1210,[52 67 280],280
7226,[176 126 288],288
8871,[206 88 32 207 278],278
2010,[],279
6199,[105 106 284],284
3544,[85 281],281
8217,[285],285
8484,[59 63 62 66 280],280
2012,[],279
4143,[223 222 221 220 219 26 276],276
3633,[66 280],280
10363,[17 90 282],282
8980,[49 15 45 279],279
10432,[17 90 282],282
666,[292],292
10838,[81 82 281],281
6514,[142 5 287],287
650,[292],292
9701,[92 93 282],282
6132,[294],294
6702,[176 126 288],288
9255,[48 49 15 45 279],279
4734,[278],278
3996,[170 198 4 286],286
2196,[],292
7018,[285],285
7968,[8 9 45 279],279
12237,[50 61 62 66 280],280
2310,[62 66 280],280
13097,[54 55 56 279],279
9446,[88 32 207 278],278
11219,[32 207 278],278
8066,[8 9 45 279],279
12915,[54 55 56 279],279
10337,[17 90 282],282
649,[292],292
6492,[119 285],285
11506,[51 52 67 280],280
325,[188 189 144 203 204 136 152 290 155 291],291
5254,[287],287
631,[56 279],279
9919,[1 51 52 67 280],280
10865,[81 82 281],281
1174,[],285
9215,[48 49 15 45 279],279
5071,[52 67 280],280
12268,[65 16 66 280],280
11191,[32 207 278],278
12868,[54 55 56 279],279
3388,[45 279],279
8816,[206 88 32 207 278],278
2174,[26 276],276
5562,[174 141 287],287
977,[112 105 106 284],284
7423,[213 151 168 294],294
1638,[138 143 5 287],287
5153,[40 9 45 279],279
12769,[54 55 56 279],279
3738,[287],287
6151,[289],289
5323,[45 279],279
10177,[1 51 52 67 280],280
9819,[1 51 52 67 280],280
6496,[119 285],285
1827,[9 45 279],279
9388,[88 32 207 278],278
5325,[45 279],279
6790,[147 293],293
12225,[50 61 62 66 280],280
10571,[17 90 282],282
7158,[6 146 292],292
12140,[50 61 62 66 280],280
7730,[56 279],279
2630,[128 134 133 289],289
10220,[1 51 52 67 280],280
8223,[285],285
7516,[101 283],283
1872,[9 45 279],279
1450,[162 164 293],293
5518,[279],279
4553,[231 211 19 285],285
3083,[66 280],280
2522,[9 45 279],279
6497,[119 285],285
5134,[40 9 45 279],279
12501,[65 16 66 280],280
11843,[50 61 62 66 280],280
7286,[9 45 279],279
3782,[],283
13234,[47 39 40 9 45 279],279
6512,[119 285],285
5432,[195 291],291
4103,[54 55 56 279],279
8444,[],277
2950,[203 204 136 152 290],290
10904,[81 82 281],281
8553,[286],286
9007,[49 15 45 279],279
8883,[206 88 32 207 278],278
1618,[136 289],289
2090,[],279
6184,[105 106 284],284
10297,[17 90 282],282
2565,[126 288],288
10010,[1 51 52 67 280],280
7550,[92 93 282],282
1394,[290],290
13306,[47 39 40 9 45 279],279
6899,[280],280
9366,[48 49 15 45 279],279
13109,[54 55 56 279],279
5988,[281],281
12730,[54 55 56 279],279
11180,[32 207 278],278
1337,[67 280],280
6929,[280],280
6835,[50 61 62 66 280],280
10382,[17 90 282],282
1342,[67 280],280
12859,[54 55 56 279],279
10584,[17 90 282],282
11743,[51 52 67 280],280
9911,[1 51 52 67 280],280
5486,[279],279
12120,[50 61 62 66 280],280
2097,[],279
8663,[99 94 92 93 282],282
11021,[81 82 281],281
2588,[55 56 279],279
9253,[48 49 15 45 279],279
2894,[288],288
9164,[48 49 15 45 279],279
4604,[106 284],284
4791,[31 276],276
534,[282],282
2083,[],279
5301,[45 279],279
12295,[65 16 66 280],280
10124,[1 51 52 67 280],280
7231,[176 126 288],288
5879,[147 293],293
13358,[47 39 40 9 45 279],279
3971,[277],277
8117,[207 278],278
8839,[206 88 32 207 278],278
3403,[45 279],279
4242,[207 278],278
10178,[1 51 52 67 280],280
6834,[50 61 62 66 280],280
2676,[124 177 176 126 288],288
6622,[37 34 33 207 278],278
7633,[62 66 280],280
13094,[54 55 56 279],279
2447,[85 281],281
8157,[207 278],278
2147,[90 282],282
5604,[141 287],287
7646,[23 11 211 19 285],285
13261,[47 39 40 9 45 279],279
2222,[276],276
11012,[81 82 281],281
11873,[50 61 62 66 280],280
13009,[54 55 56 279],279
9945,[1 51 52 67 280],280
4501,[211 19 285],285
8019,[8 9 45 279],279
4490,[211 19 285],285
1520,[],294
4023,[83 82 281],281
10223,[1 51 52 67 280],280
11548,[51 52 67 280],280
7579,[62 66 280],280
7077,[100 101 283],283
8788,[206 88 32 207 278],278
6905,[280],280
9811,[92 93 282],282
7593,[62 66 280],280
1011,[68 67 280],280
5219,[190 167 168 294],294
13279,[47 39 40 9 45 279],279
5648,[33 207 278],278
1631,[138 143 5 287],287
4707,[278],278
2585,[55 56 279],279
1918,[19 285],285
1022,[68 67 280],280
9897,[1 51 52 67 280],280
5162,[40 9 45 279],279
13317,[47 39 40 9 45 279],279
2359,[118 119 285],285
2182,[26 276],276
3484,[216 128 134 133 289],289
7051,[111 118 119 285],285
11761,[51 52 67 280],280
1998,[282],282
10694,[17 90 282],282
7120,[20 66 280],280
12511,[65 16 66 280],280
370,[191 175 141 287],287
12117,[50 61 62 66 280],280
912,[22 121 19 285],285
13233,[47 39 40 9 45 279],279
8958,[49 15 45 279],279
11223,[32 207 278],278
6253,[145 160 292],292
9815,[92 93 282],282
13253,[47 39 40 9 45 279],279
960,[10 67 280],280
10995,[81 82 281],281
11592,[51 52 67 280],280
1746,[34 33 207 278],278
7342,[9 45 279],279
4110,[54 55 56 279],279
4211,[207 278],278
6469,[137 135 136 289],289
4062,[159 160 292],292
13209,[47 39 40 9 45 279],279
8403,[202 133 289],289
8383,[93 282],282
474,[167 168 294],294
6654,[37 34 33 207 278],278
7530,[198 4 286],286
3279,[61 62 66 280],280
1284,[143 5 287],287
1406,[129 288],288
2938,[101 283],283
3449,[212 23 11 211 19 285],285
10882,[81 82 281],281
12623,[65 16 66 280],280
6968,[86 85 281],281
4618,[106 284],284
9016,[49 15 45 279],279
525,[282],282
3006,[126 288],288
11129,[81 82 281],281
9131,[49 15 45 279],279
5529,[186 218 159 158 208 194 195 291],291
3830,[276],276
678,[292],292
4141,[223 222 221 220 219 26 276],276
7203,[],293
3504,[291],291
9955,[1 51 52 67 280],280
3581,[66 280],280
6331,[],282
11694,[51 52 67 280],280
8739,[206 88 32 207 278],278
875,[32 207 278],278
1177,[],285
1225,[52 67 280],280
11891,[50 61 62 66 280],280
2503,[9 45 279],279
7880,[205 162 164 293],293
10280,[17 90 282],282
9960,[1 51 52 67 280],280
9754,[92 93 282],282
13147,[47 39 40 9 45 279],279
7324,[9 45 279],279
9627,[92 93 282],282
13192,[47 39 40 9 45 279],279
8010,[8 9 45 279],279
10498,[17 90 282],282
9130,[49 15 45 279],279
8813,[206 88 32 207 278],278
9265,[48 49 15 45 279],279
1236,[82 281],281
11122,[81 82 281],281
1355,[67 280],280
1086,[160 292],292
9839,[1 51 52 67 280],280
12507,[65 16 66 280],280
12206,[50 61 62 66 280],280
13364,[47 39 40 9 45 279],279
615,[56 279],279
8120,[207 278],278
12846,[54 55 56 279],279
4344,[63 62 66 280],280
4427,[16 66 280],280
4365,[63 62 66 280],280
12363,[65 16 66 280],280
1893,[9 45 279],279
9118,[49 15 45 279],279
5421,[195 291],291
12482,[65 16 66 280],280
4406,[16 66 280],280
3147,[],278
10668,[17 90 282],282
10934,[81 82 281],281
5265,[287],287
3960,[277],277
